lead_status,lifecycle_stage,contact_owner,last_activity_date,marketing_contact_status,create_date,student_type,athletics,event_attended,campus_location,paid_lead_list,organic_lead_list,degree,data_origin,normalized_source,lead_type
Event Leads,Lead,UDR 21,,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Event Leads,Lead,UDR 25,,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Event Leads,Lead,UDR 08,,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Event Leads,Lead,UDR 08,,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Event Leads,Lead,UDR 12,,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Event Leads,Lead,UDR 08,,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Event Leads,Lead,UDR 23,,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Event Leads,Lead,UDR 12,,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Event Leads,Lead,UDR 23,,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Event Leads,Lead,UDR 21,,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Event Leads,Lead,UDR 21,,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Event Leads,Lead,UDR 12,,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Event Leads,Lead,UDR 17,,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Event Leads,Lead,UDR 21,,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Event Leads,Lead,UDR 17,,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Event Leads,Lead,UDR 23,,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Event Leads,Lead,UDR 12,,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Event Leads,Lead,UDR 21,,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Event Leads,Lead,UDR 21,,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Event Leads,Lead,UDR 17,,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Event Leads,Lead,UDR 25,,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Event Leads,Lead,UDR 21,,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Event Leads,Lead,UDR 21,,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Event Leads,Lead,UDR 21,,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Event Leads,Lead,UDR 21,,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Event Leads,Lead,UDR 21,,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Event Leads,Lead,UDR 17,,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Event Leads,Lead,UDR 21,,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Event Leads,Lead,UDR 21,,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Event Leads,Lead,UDR 21,,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Event Leads,Lead,UDR 08,,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Event Leads,Lead,UDR 21,,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Event Leads,Lead,UDR 08,,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Event Leads,Lead,UDR 21,,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Event Leads,Lead,UDR 08,,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Event Leads,Lead,UDR 25,,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Event Leads,Lead,UDR 21,,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Event Leads,Lead,UDR 08,,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Event Leads,Lead,UDR 08,,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Event Leads,Lead,UDR 21,,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Event Leads,Lead,UDR 17,,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Event Leads,Lead,UDR 21,,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Event Leads,Lead,UDR 21,,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Event Leads,Lead,UDR 21,,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Event Leads,Lead,UDR 08,,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Event Leads,Lead,UDR 23,,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Event Leads,Lead,UDR 23,,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Event Leads,Lead,UDR 08,,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Event Leads,Lead,UDR 21,,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Event Leads,Lead,UDR 08,,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Event Leads,Lead,UDR 25,,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Event Leads,Lead,UDR 21,,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Event Leads,Lead,UDR 17,,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Event Leads,Lead,UDR 25,,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Event Leads,Lead,UDR 21,,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Event Leads,Lead,UDR 25,,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Event Leads,Lead,UDR 25,,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Event Leads,Lead,UDR 23,,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Event Leads,Lead,UDR 21,,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Event Leads,Lead,UDR 17,,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Event Leads,Lead,UDR 25,,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Event Leads,Lead,UDR 17,,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Event Leads,Lead,UDR 25,,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Event Leads,Lead,UDR 23,,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Event Leads,Lead,UDR 08,,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Event Leads,Lead,UDR 23,,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Event Leads,Lead,UDR 17,,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Event Leads,Lead,UDR 23,,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Event Leads,Lead,UDR 25,,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Event Leads,Lead,UDR 23,,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Do Not Contact,Not a Lead,UDR 21,2026-06-01 08:57:00,Marketing contact,2026-06-01 00:37:00,Domestic (U.S. Citizen or Green Card Holder),,,,Source 81,,,Uploaded paid leads workbook,Source 81,Paid
Do Not Contact,Lead,UDR 02,2026-06-01 09:55:00,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Cold Lead,Lead,UDR 02,2026-06-01 09:58:00,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Dead Lead,Lead,UDR 02,2026-06-01 10:19:00,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Outreach Attempt 1,Lead,UDR 17,2026-06-01 10:19:00,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Cold Lead,Lead,UDR 02,2026-06-01 10:43:00,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Dead Lead,Not a Lead,UDR 25,2026-06-01 11:22:00,Marketing contact,2026-06-01 11:07:00,Domestic (U.S. Citizen or Green Card Holder),,,,Source 81,,,Uploaded paid leads workbook,Source 81,Paid
Cold Lead,Lead,UDR 02,2026-06-01 11:26:00,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Outreach Attempt 1,Lead,UDR 08,2026-06-01 11:54:00,Marketing contact,2026-06-01 02:57:00,Domestic (U.S. Citizen or Green Card Holder),,,,Source 81,,,Uploaded paid leads workbook,Source 81,Paid
Dead Lead,Lead,UDR 02,2026-06-01 12:25:00,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Outreach Attempt 1,Lead,UDR 17,2026-06-01 12:29:00,Marketing contact,2026-06-01 11:49:00,Domestic (U.S. Citizen or Green Card Holder),,,,Source 81,,,Uploaded paid leads workbook,Source 81,Paid
Dead Lead,Lead,UDR 02,2026-06-01 12:35:00,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Dead Lead,Lead,UDR 02,2026-06-01 12:44:00,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Interviewed - Not Ready,Lead,UDR 02,2026-06-01 12:48:00,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Do Not Contact,Lead,UDR 17,2026-06-01 12:53:00,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Cold Lead,Lead,UDR 06,2026-06-01 13:19:00,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Outreach Attempt 1,Lead,UDR 25,2026-06-01 13:38:00,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Outreach Attempt 1,Lead,UDR 06,2026-06-01 13:43:00,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Outreach Attempt 1,Lead,UDR 25,2026-06-01 13:43:00,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Outreach Attempt 1,Lead,UDR 06,2026-06-01 13:46:00,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Do Not Contact,Lead,UDR 25,2026-06-01 13:47:00,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Outreach Attempt 1,Lead,UDR 06,2026-06-01 13:51:00,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Outreach Attempt 1,Lead,UDR 25,2026-06-01 13:52:00,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Outreach Attempt 1,Lead,UDR 25,2026-06-01 13:53:00,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Outreach Attempt 1,Lead,UDR 25,2026-06-01 13:55:00,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Outreach Attempt 1,Lead,UDR 25,2026-06-01 13:56:00,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Cold Lead,Lead,UDR 25,2026-06-01 13:57:00,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Outreach Attempt 1,Lead,UDR 06,2026-06-01 13:59:00,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Outreach Attempt 1,Lead,UDR 25,2026-06-01 13:59:00,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Cold Lead,Lead,UDR 25,2026-06-01 13:59:00,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Outreach Attempt 1,Lead,UDR 25,2026-06-01 14:02:00,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Outreach Attempt 1,Lead,UDR 25,2026-06-01 14:04:00,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Outreach Attempt 1,Lead,UDR 25,2026-06-01 14:05:00,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Cold Lead,Lead,UDR 25,2026-06-01 14:06:00,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Cold Lead,Lead,UDR 25,2026-06-01 14:07:00,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Outreach Attempt 1,Lead,UDR 25,2026-06-01 14:10:00,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Outreach Attempt 1,Lead,UDR 25,2026-06-01 14:11:00,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Outreach Attempt 1,Lead,UDR 25,2026-06-01 14:12:00,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Outreach Attempt 1,Lead,UDR 25,2026-06-01 14:13:00,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Outreach Attempt 1,Lead,UDR 25,2026-06-01 14:13:00,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Outreach Attempt 1,Lead,UDR 25,2026-06-01 14:14:00,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Cold Lead,Lead,UDR 25,2026-06-01 14:15:00,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Cold Lead,Lead,UDR 02,2026-06-01 14:16:00,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Cold Lead,Lead,UDR 25,2026-06-01 14:18:00,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Outreach Attempt 1,Lead,UDR 25,2026-06-01 14:20:00,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Outreach Attempt 1,Lead,UDR 06,2026-06-01 14:21:00,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Outreach Attempt 1,Lead,UDR 25,2026-06-01 14:21:00,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Do Not Contact,Lead,UDR 02,2026-06-01 14:24:00,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Outreach Attempt 1,Lead,UDR 06,2026-06-01 14:28:00,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Dead Lead,Lead,UDR 02,2026-06-01 14:35:00,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Hot Lead,Lead,UDR 25,2026-06-01 14:37:00,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Outreach Attempt 1,Lead,UDR 06,2026-06-01 14:43:00,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Outreach Attempt 1,Lead,UDR 06,2026-06-01 14:45:00,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Outreach Attempt 1,Lead,UDR 06,2026-06-01 14:48:00,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Do Not Contact,Lead,UDR 14,2026-06-01 14:52:00,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Outreach Attempt 1,Lead,UDR 06,2026-06-01 14:53:00,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Warm Lead,Lead,UDR 14,2026-06-01 15:18:00,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Outreach Attempt 1,Lead,UDR 08,2026-06-01 15:59:00,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Dead Lead,Lead,UDR 02,2026-06-01 16:04:00,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Outreach Attempt 1,Lead,UDR 17,2026-06-01 16:09:00,Non-marketing contact,2026-06-01 16:08:00,,,Source 135,,Source 60,,,Uploaded paid leads workbook,Source 60,Paid
Do Not Contact,Lead,UDR 14,2026-06-01 16:16:00,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Cold Lead,Lead,UDR 14,2026-06-01 16:48:00,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Outreach Attempt 1,Lead,UDR 17,2026-06-01 16:53:00,Marketing contact,2026-06-01 16:50:00,,,Source 135,,Source 60,,,Uploaded paid leads workbook,Source 60,Paid
Responded,Lead,UDR 23,2026-06-01 17:08:00,Marketing contact,2026-06-01 09:03:00,Domestic (U.S. Citizen or Green Card Holder),,,,Source 81,,,Uploaded paid leads workbook,Source 81,Paid
Do Not Contact,Lead,UDR 25,2026-06-01 17:14:00,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Dead Lead,Lead,UDR 02,2026-06-02 09:49:00,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Outreach Attempt 1,Lead,UDR 21,2026-06-02 10:12:00,Marketing contact,2026-06-02 07:17:00,Military/Veteran,,,,Source 80,,,Uploaded paid leads workbook,Source 80,Paid
Outreach Attempt 1,Lead,UDR 08,2026-06-02 12:23:00,Marketing contact,2026-06-02 01:20:00,Domestic (U.S. Citizen or Green Card Holder),,,,Source 81,,,Uploaded paid leads workbook,Source 81,Paid
Outreach Attempt 1,Lead,UDR 08,2026-06-02 12:27:00,Marketing contact,2026-06-02 11:54:00,Domestic (U.S. Citizen or Green Card Holder),,,,Source 81,,,Uploaded paid leads workbook,Source 81,Paid
Outreach Attempt 1,Lead,UDR 12,2026-06-02 13:17:00,Marketing contact,2026-06-01 19:07:00,,,Source 43,,Source 68,,,Uploaded paid leads workbook,Source 68,Paid
Cold Lead,Lead,UDR 02,2026-06-02 13:25:00,Marketing contact,2026-06-01 19:07:00,,,Source 43,,Source 68,,,Uploaded paid leads workbook,Source 68,Paid
Dead Lead,Lead,UDR 02,2026-06-02 13:34:00,Marketing contact,2026-06-01 19:07:00,,,Source 43,,Source 68,,,Uploaded paid leads workbook,Source 68,Paid
Outreach Attempt 1,Lead,UDR 23,2026-06-02 14:47:00,Marketing contact,2026-06-01 19:07:00,,,Source 43,,Source 68,,,Uploaded paid leads workbook,Source 68,Paid
Outreach Attempt 1,Lead,UDR 21,2026-06-02 15:03:00,Marketing contact,2026-06-02 10:09:00,Domestic (U.S. Citizen or Green Card Holder),,,,Source 81,,,Uploaded paid leads workbook,Source 81,Paid
Outreach Attempt 1,Lead,UDR 21,2026-06-02 15:06:00,Marketing contact,2026-06-01 19:07:00,,,Source 43,,Source 68,,,Uploaded paid leads workbook,Source 68,Paid
Outreach Attempt 1,Lead,UDR 21,2026-06-02 15:09:00,Marketing contact,2026-06-01 19:07:00,,,Source 43,,Source 68,,,Uploaded paid leads workbook,Source 68,Paid
Future Applicant,Lead,UDR 25,2026-06-02 15:31:00,Marketing contact,2026-06-01 19:07:00,,,Source 43,,Source 68,,,Uploaded paid leads workbook,Source 68,Paid
Do Not Contact,Lead,UDR 14,2026-06-02 15:38:00,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Responded,Lead,UDR 25,2026-06-02 15:54:00,Marketing contact,2026-06-01 19:07:00,,,Source 43,,Source 68,,,Uploaded paid leads workbook,Source 68,Paid
Outreach Attempt 1,Lead,UDR 25,2026-06-02 16:04:00,Marketing contact,2026-06-01 19:07:00,,,Source 43,,Source 68,,,Uploaded paid leads workbook,Source 68,Paid
Outreach Attempt 1,Lead,UDR 25,2026-06-02 16:06:00,Marketing contact,2026-06-01 19:07:00,,,Source 43,,Source 68,,,Uploaded paid leads workbook,Source 68,Paid
Warm Lead,Lead,UDR 06,2026-06-02 16:08:00,Marketing contact,2026-06-01 19:07:00,,,Source 43,,Source 68,,,Uploaded paid leads workbook,Source 68,Paid
Outreach Attempt 1,Lead,UDR 06,2026-06-02 16:22:00,Marketing contact,2026-06-01 19:07:00,,,Source 43,,Source 68,,,Uploaded paid leads workbook,Source 68,Paid
Do Not Contact,Lead,UDR 02,2026-06-02 16:32:00,Marketing contact,2026-06-01 09:33:00,Military/Veteran,,Source 97,,Source 35,,,Uploaded paid leads workbook,Source 35,Paid
Warm Lead,Lead,UDR 23,2026-06-02 17:20:00,Marketing contact,2026-06-02 16:59:00,Domestic (U.S. Citizen or Green Card Holder),,,,Source 81,,,Uploaded paid leads workbook,Source 81,Paid
